관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자
41113-00068,권선,어린이공원,경기도 수원시 권선구 경수대로 302번길 29,경기도 수원시 권선구 권선동 1185-2,37.25347243,127.0230507,2974.4,다목적구장(배드민턴+족구)2,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2022-06-20
41113-00070,다정,어린이공원,경기도 수원시 권선구 경수대로 302번길 32,경기도 수원시 권선구 권선동 1188-2,37.25271498,127.0222966,2809,다목적구장(족구)1,조합놀이대1,화장실1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2022-06-20
41113-00071,버드내,어린이공원,경기도 수원시 권선구 수원천로 24,경기도 수원시 권선구 세류동 463-1,37.25735256,127.0096088,2003.6,,조합놀이대1,노인정1,,,,경기도 수원시 권선구 녹지공원과,031-228-6195,2022-06-20
41111-00035,초록,어린이공원,경기도 수원시 장안구 천천로 74번길 50,경기도 수원시 장안구 정자동 915,37.29693844,126.9870001,2204.1,,조합놀이대1+원형무대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00037,청솔,어린이공원,경기도 수원시 장안구 만석로 20번길 28,경기도 수원시 장안구 정자동 921,37.29385892,126.9844114,2000.1,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00038,솔뫼,어린이공원,경기도 수원시 장안구 천천로 21번길 11,경기도 수원시 장안구 정자동 924,37.2934661,126.9869171,6028.5,다목적구장(농구)2,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00040,대평,어린이공원,경기도 수원시 장안구 만석로 68번길 10,경기도 수원시 장안구 정자동 870-2,37.29674446,126.9889194,3000.1,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00041,백설,어린이공원,경기도 수원시 장안구 정자천로 133번길 26,경기도 수원시 장안구 정자동 879-2,37.29513422,126.9911147,2999.9,다목적구장(농구)2,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00043,명인,어린이공원,경기도 수원시 장안구 정자천로 188번길 28,경기도 수원시 장안구 정자동 884-5,37.29497112,126.9955839,2000.1,다목적구장(배드민턴+족구)1,,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00047,화산,어린이공원,경기도 수원시 장안구 화산로 85,경기도 수원시 장안구 천천동 336-1,37.29115659,126.9805545,2000,조합놀이대1+ 음수대1+휴게쉼터,조합놀이대1,,,음수대1,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00048,정천,어린이공원,경기도 수원시 장안구 화산로 85,경기도 수원시 장안구 천천동 336-2,37.29115659,126.9805545,4100,조합놀이대1+ 음수대1+휴게쉼터,조합놀이대1,,,음수대1,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41113-00049,장대산,어린이공원,경기도 수원시 권선구 장다리로 97,경기도 수원시 권선구 권선동 985,37.25903418,127.0212921,1499,,조합놀이대1,노인정1,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2022-06-20
41113-00051,문화,어린이공원,경기도 수원시 권선구 세지로 12번길 45,경기도 수원시 권선구 세류동 1106,37.25265544,127.0173046,1487.8,,조합놀이대2,노인정1,,음수대1,,경기도 수원시 권선구 녹지공원과,031-228-6195,2022-06-20
41117-00028,지성,근린공원,경기도 수원시 영통구 동탄지성로 520,경기도 수원시 영통구 망포동 755,37.23882922,127.0463235,15320.6,게이트볼장1+다목적구장1,,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00030,신동수변공원,수변공원,경기도 수원시 영통구 덕영대로 1373번길 66,경기도 수원시 영통구 신동 942,37.24740815,127.0404663,24329,,,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41111-00012,세일,어린이공원,경기도 수원시 장안구 이목로 74번길 42,경기도 수원시 장안구 파장동 561,37.31001292,126.9907275,3172,,조합놀이대1,노인정1,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00014,소정,어린이공원,경기도 수원시 장안구 파장로 22번길 30,경기도 수원시 장안구 파장동 603-7,37.30558378,126.9990299,4840.1,다목적구장(농구)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00015,송죽,어린이공원,경기도 수원시 장안구 정조로 1088번길 6-6,경기도 수원시 장안구 송죽동 457,37.30222909,127.0033486,3592.4,,조합놀이대1,,,음수대1,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00016,석산,어린이공원,경기도 수원시 장안구 금당로38번길 7,경기도 수원시 장안구 조원동 731,37.3030995,127.0156152,1556,,조합놀이대2,화장실1,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00017,다람쥐,어린이공원,경기도 수원시 장안구 조원로111번길 33-23,경기도 수원시 장안구 조원동 758-4,37.30016231,127.0141348,1647.6,,조합놀이대1,화장실1,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00018,역마,어린이공원,경기도 수원시 장안구 경수대로 838,경기도 수원시 장안구 조원동 772-2,37.29686206,127.0163697,1503.2,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00019,연무,어린이공원,경기도 수원시 장안구 창훈로39번길 4,경기도 수원시 장안구 연무동 214-6,37.2961515,127.0301403,1621,,조합놀이대1,노인정1,,음수대1,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00020,창훈,어린이공원,경기도 수원시 장안구 월드컵로 418번길 31,경기도 수원시 장안구 연무동 237-15,37.29437818,127.0274999,1630.4,,조합놀이대1,노인정1,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00021,쪽박산,어린이공원,경기도 수원시 장안구 경수대로 754번길 59,경기도 수원시 장안구 연무동 252-1,37.29318313,127.0237829,1500,,조합놀이대1,노인정1,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00022,일림,어린이공원,경기도 수원시 장안구 수일로 104번길 20,경기도 수원시 장안구 파장동 629,37.30864072,127.001409,1632,,조합놀이대1,노인정1,,음수대1,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00023,정자,어린이공원,경기도 수원시 장안구 송정로60번길 10-23,경기도 수원시 장안구 정자동 35-22,37.29552819,127.0025669,3238,다목적구장(농구)1,조합놀이대1,노인정1,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00024,영화,어린이공원,경기도 수원시 장안구 수성로340번길 30,경기도 수원시 장안구 영화동 412,37.29132609,127.0099231,5110.7,농구장1+ 다목적구장(게이트볼)1,조합놀이대1,화장실1,,음수대1,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00026,대추원,어린이공원,경기도 수원시 장안구 금당로 39번길 33,경기도 수원시 장안구 조원동 854,37.30451968,127.0151755,2160,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00028,금당,어린이공원,경기도 수원시 장안구 금당로 39번길 34,경기도 수원시 장안구 조원동 862,37.30439047,127.0178064,2150,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00029,별,어린이공원,경기도 수원시 장안구 하률로 46번길 22,경기도 수원시 장안구 천천동 565-1,37.30267863,126.9776435,2202,,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00030,달,어린이공원,경기도 수원시 장안구 하률로 46번길 17,경기도 수원시 장안구 천천동 566-1,37.30269384,126.9785128,3742.8,다목적구장(농구+족구)2,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41111-00032,바람,어린이공원,경기도 수원시 장안구 정자로 41번길 12,경기도 수원시 장안구 천천동 482-2,37.30115977,126.9819739,1960.6,다목적구장(족구)1,조합놀이대1,,,,,경기도 수원시 장안구 녹지공원과,031-228-5995,2022-06-20
41117-00003,청명,근린공원,경기도 수원시 영통구 봉영로 1770번길 21,경기도 수원시 영통구 영통동 1054-4,37.26747912,127.0830811,17438.6,,,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00004,황골,근린공원,경기도 수원시 영통구 영통로 530,경기도 수원시 영통구 영통동 948-2,37.26631944,127.0785929,15013.4,농구장1+다목적구장1,,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00005,영통사,근린공원,경기도 수원시 영통구 봉영로 1658,경기도 수원시 영통구 영통동 1048-4,37.25783542,127.0780384,9932.7,,인공폭포1,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00006,영통중앙,근린공원,경기도 수원시 영통구 청명로 151,경기도 수원시 영통구 영통동961-1,37.25718685,127.0720587,137062.5,,,화장실4,,도서관,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00007,반달,근린공원,경기도 수원시 영통구 반달로 77,경기도 수원시 영통구 영통동 1012-4,37.25087449,127.0788585,16015.3,,,,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00008,살구골,근린공원,경기도 수원시 영통구 매영로 366,경기도 수원시 영통구 영통동 989-3,37.25066343,127.0716869,11753.7,농구장1,,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00009,벽적골,근린공원,경기도 수원시 영통구 덕영대로 1555번길 60,경기도 수원시 영통구 영통동 969-2,37.24867774,127.0618933,13502.4,농구장1+배드민턴장1+족구장1,물놀이시설1,화장실1,,,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
41117-00010,교통,근린공원,경기도 수원시 영통구 덕영대로 1570,경기도 수원시 영통구 영통동 981-4,37.24539567,127.0627739,31805,,바닥분수1,화장실1,,교통안전교육장1,,경기도 수원시 영통구 녹지공원과,031-228-8331,2022-06-20
